company_name,Date,close_diff,voldiff
Hindustan Unilever Ltd.,22042019,-0.0500000000001819,-0.019999999999999907
Vodafone Idea Ltd.,27042019,-0.6000000000000014,0.010000000000000231
Indiabulls Housing Finance Ltd.,27042019,5.150000000000091,-0.10000000000000009
Tata Motors Ltd.,27042019,-6.25,-0.020000000000000018
Bharti Infratel Ltd.,27042019,2.1999999999999886,-0.0900000000000003
Yes Bank Ltd.,27042019,0.14999999999997726,-0.08999999999999986
Hindustan Petroleum Corporation Ltd.,27042019,7.849999999999966,-0.009999999999999787
DLF Ltd.,27042019,0.700000000000017,-0.0900000000000003
Tata Motors Ltd DVR,27042019,-3.4499999999999886,0.029999999999999805
Bharat Petroleum Corporation Ltd.,27042019,12.800000000000011,0.07000000000000028
InterGlobe Aviation Ltd.,27042019,-1.8500000000001364,-0.07999999999999963
Zee Entertainment Enterprises Ltd.,27042019,1.599999999999966,-0.08000000000000007
Tata Steel Ltd.,27042019,34.5,0.55
Steel Authority of India Ltd.,27042019,0.25,-0.07000000000000028
Motherson Sumi Systems Ltd.,27042019,-3.6500000000000057,0.010000000000000231
Bandhan Bank Ltd.,27042019,9.449999999999932,-0.040000000000000036
Piramal Enterprises Ltd.,27042019,-151.29999999999973,0.53
Vedanta Ltd.,27042019,-0.75,-0.06000000000000005
IndusInd Bank Ltd.,27042019,15.399999999999864,-0.04999999999999982
Indian Oil Corporation Ltd.,27042019,0.15000000000000568,-0.07000000000000028
Avenue Supermarts Ltd.,27042019,-26.899999999999864,0.0
Bank of Baroda,27042019,1.25,-0.050000000000000266
General Insurance Corporation of India,27042019,-1.5,-0.06000000000000005
Page Industries Ltd.,27042019,-104.29999999999927,-0.06000000000000005
UltraTech Cement Ltd.,27042019,-9.050000000000182,-0.05999999999999983
Bharat Heavy Electricals Ltd.,27042019,-1.0,-0.030000000000000027
Ashok Leyland Ltd.,27042019,-1.3499999999999943,-0.03000000000000025
Hindalco Industries Ltd.,27042019,4.599999999999994,0.030000000000000027
Bharti Airtel Ltd.,27042019,-3.0500000000000114,-0.050000000000000044
Shriram Transport Finance Co. Ltd.,27042019,-17.59999999999991,-0.020000000000000018
ICICI Prudential Life Insurance Company Ltd.,27042019,1.3500000000000227,-0.06000000000000005
L&T Finance Holdings Ltd.,27042019,0.8499999999999943,-0.050000000000000044
GAIL (India) Ltd.,27042019,10.299999999999955,0.09999999999999964
Oil & Natural Gas Corporation Ltd.,27042019,-0.44999999999998863,-0.04999999999999982
Bajaj Holdings & Investment Ltd.,27042019,-3.5,-0.06000000000000005
SBI Life Insurance Company Ltd.,27042019,22.899999999999977,0.20000000000000018
Grasim Industries Ltd.,27042019,-11.349999999999909,-0.029999999999999805
JSW Steel Ltd.,27042019,7.399999999999977,0.06999999999999984
Lupin Ltd.,27042019,-0.8500000000000227,-0.050000000000000044
Eicher Motors Ltd.,27042019,-9.549999999999272,-0.050000000000000044
The New India Assurance Company Ltd.,27042019,0.549999999999983,-0.04999999999999982
ICICI Bank Ltd.,27042019,11.800000000000011,0.11999999999999988
Tata Consultancy Services Ltd.,27042019,43.55000000000018,0.019999999999999796
HDFC Life Insurance Company Ltd.,27042019,0.5499999999999545,-0.050000000000000044
ACC Ltd.,27042019,12.349999999999909,-0.040000000000000036
Reliance Industries Ltd.,27042019,20.399999999999864,-0.010000000000000009
Adani Ports and Special Economic Zone Ltd.,27042019,2.5,-0.040000000000000036
Ambuja Cements Ltd.,27042019,5.449999999999989,0.08000000000000007
Wipro Ltd.,27042019,-0.39999999999997726,-0.050000000000000044
Aurobindo Pharma Ltd.,27042019,35.60000000000002,0.3999999999999999
Divi's Laboratories Ltd.,27042019,6.0499999999999545,-0.050000000000000044
Maruti Suzuki India Ltd.,27042019,-62.399999999999636,-0.029999999999999805
ICICI Lombard General Insurance Company Ltd.,27042019,13.25,-0.020000000000000018
Sun Pharmaceutical Industries Ltd.,27042019,3.1000000000000227,-0.040000000000000036
NTPC Ltd.,27042019,1.1999999999999886,-0.030000000000000027
HCL Technologies Ltd.,27042019,6.0499999999999545,-0.040000000000000036
State Bank of India,27042019,6.300000000000011,0.050000000000000044
Hero MotoCorp Ltd.,27042019,-8.25,-0.040000000000000036
Container Corporation of India Ltd.,27042019,1.75,-0.040000000000000036
Pidilite Industries Ltd.,27042019,13.300000000000182,-0.02000000000000024
Godrej Consumer Products Ltd.,27042019,2.8500000000000227,-0.039999999999999813
Bajaj Finance Ltd.,27042019,15.849999999999909,-0.039999999999999813
MRF Ltd.,27042019,-1010.8499999999985,0.040000000000000036
Coal India Ltd.,27042019,-1.1500000000000057,-0.039999999999999813
ABB India Ltd.,27042019,-8.5,-0.030000000000000027
Petronet LNG Ltd.,27042019,3.6500000000000057,0.010000000000000009
United Spirits Ltd.,27042019,-0.6499999999999773,-0.040000000000000036
Asian Paints Ltd.,27042019,0.7999999999999545,-0.040000000000000036
NMDC Ltd.,27042019,-0.7999999999999972,-0.030000000000000027
Siemens Ltd.,27042019,-14.650000000000091,0.0
Procter & Gamble Hygiene & Health Care Ltd.,27042019,-367.25,0.30000000000000004
Shree Cement Ltd.,27042019,114.10000000000218,-0.029999999999999805
Axis Bank Ltd.,27042019,19.0,0.1200000000000001
Housing Development Finance Corporation Ltd.,27042019,22.25,-0.010000000000000009
United Breweries Ltd.,27042019,-14.799999999999955,-0.010000000000000009
Cadila Healthcare Ltd.,27042019,4.050000000000011,0.0
Infosys Ltd.,27042019,9.450000000000045,0.009999999999999787
NHPC Ltd.,27042019,0.3999999999999986,0.040000000000000036
Dr. Reddy's Laboratories Ltd.,27042019,-32.65000000000009,0.0
UPL Ltd.,27042019,5.25,-0.030000000000000027
Havells India Ltd.,27042019,-6.100000000000023,-0.020000000000000018
Cipla Ltd.,27042019,12.350000000000023,0.09999999999999987
Mahindra & Mahindra Ltd.,27042019,-5.699999999999932,-0.020000000000000018
Hindustan Zinc Ltd.,27042019,-2.5,-0.010000000000000231
Kotak Mahindra Bank Ltd.,27042019,18.84999999999991,0.020000000000000018
Bajaj Finserv Ltd.,27042019,51.75,-0.020000000000000018
Biocon Ltd.,27042019,0.39999999999997726,-0.030000000000000027
Tech Mahindra Ltd.,27042019,6.75,-0.009999999999999787
Larsen & Toubro Ltd.,27042019,3.0499999999999545,-0.030000000000000027
Titan Company Ltd.,27042019,-3.7999999999999545,-0.030000000000000027
Marico Ltd.,27042019,2.4499999999999886,-0.019999999999999796
Power Grid Corporation of India Ltd.,27042019,-0.75,-0.029999999999999805
Bajaj Auto Ltd.,27042019,-43.40000000000009,0.030000000000000027
ITC Ltd.,27042019,0.4000000000000341,-0.030000000000000027
HDFC Asset Management Company Ltd.,27042019,1.75,-0.030000000000000027
Dabur India Ltd.,27042019,2.849999999999966,-0.020000000000000018
Colgate Palmolive (India) Ltd.,27042019,3.5,-0.030000000000000027
HDFC Bank Ltd.,27042019,17.5,-0.010000000000000009
Oracle Financial Services Software Ltd.,27042019,14.300000000000182,-0.020000000000000018
Britannia Industries Ltd.,27042019,-1.550000000000182,-0.030000000000000027
Bosch Ltd.,27042019,22.25,-0.030000000000000027
Hindustan Unilever Ltd.,27042019,13.149999999999864,0.0
Yes Bank Ltd.,30042019,-69.19999999999999,5.92
Vodafone Idea Ltd.,30042019,-0.8000000000000007,0.10999999999999988
Indiabulls Housing Finance Ltd.,30042019,-43.0,0.21999999999999975
Bharti Infratel Ltd.,30042019,-10.349999999999966,0.06000000000000005
Tata Motors Ltd.,30042019,-1.299999999999983,-0.08999999999999986
Hindustan Petroleum Corporation Ltd.,30042019,8.350000000000023,-0.010000000000000231
DLF Ltd.,30042019,-1.5500000000000114,-0.07999999999999963
Tata Motors Ltd DVR,30042019,-1.6000000000000085,-0.06000000000000005
Zee Entertainment Enterprises Ltd.,30042019,14.900000000000034,0.06999999999999984
Bharat Petroleum Corporation Ltd.,30042019,8.800000000000011,-0.020000000000000018
InterGlobe Aviation Ltd.,30042019,35.200000000000045,-0.010000000000000231
IndusInd Bank Ltd.,30042019,-92.34999999999991,0.3500000000000001
Tata Steel Ltd.,30042019,11.950000000000045,-0.009999999999999787
Bank of Baroda,30042019,-6.599999999999994,0.3600000000000003
Steel Authority of India Ltd.,30042019,-0.9000000000000057,-0.040000000000000036
Motherson Sumi Systems Ltd.,30042019,2.0,-0.040000000000000036
Bajaj Holdings & Investment Ltd.,30042019,-182.5999999999999,0.4500000000000002
Bandhan Bank Ltd.,30042019,-0.4499999999999318,-0.06999999999999984
Piramal Enterprises Ltd.,30042019,-41.80000000000018,-0.020000000000000018
Indian Oil Corporation Ltd.,30042019,5.200000000000017,0.10000000000000009
L&T Finance Holdings Ltd.,30042019,-6.800000000000011,0.33000000000000007
Vedanta Ltd.,30042019,-2.8499999999999943,-0.020000000000000018
JSW Steel Ltd.,30042019,14.350000000000023,0.3100000000000005
Avenue Supermarts Ltd.,30042019,-5.650000000000091,-0.06000000000000005
General Insurance Corporation of India,30042019,-4.400000000000006,-0.009999999999999787
Hindalco Industries Ltd.,30042019,4.900000000000006,0.030000000000000027
Ashok Leyland Ltd.,30042019,-1.5499999999999972,-0.010000000000000009
Page Industries Ltd.,30042019,94.69999999999709,-0.06000000000000005
Bharat Heavy Electricals Ltd.,30042019,-0.45000000000000284,-0.050000000000000044
Shriram Transport Finance Co. Ltd.,30042019,-24.549999999999955,0.020000000000000018
UltraTech Cement Ltd.,30042019,6.850000000000364,-0.06000000000000005
Bharti Airtel Ltd.,30042019,-5.149999999999977,-0.019999999999999796
ICICI Prudential Life Insurance Company Ltd.,30042019,0.25,-0.06000000000000005
GAIL (India) Ltd.,30042019,2.5500000000000114,-0.0499999999999996
Oil & Natural Gas Corporation Ltd.,30042019,0.799999999999983,-0.050000000000000266
Grasim Industries Ltd.,30042019,-12.25,-0.02000000000000024
SBI Life Insurance Company Ltd.,30042019,2.6000000000000227,-0.050000000000000044
HCL Technologies Ltd.,30042019,43.59999999999991,0.2300000000000002
The New India Assurance Company Ltd.,30042019,-2.549999999999983,-0.020000000000000018
Lupin Ltd.,30042019,3.699999999999932,-0.050000000000000044
Eicher Motors Ltd.,30042019,37.64999999999782,-0.050000000000000044
Ambuja Cements Ltd.,30042019,-5.5,0.06999999999999984
Maruti Suzuki India Ltd.,30042019,-176.45000000000073,0.08999999999999986
ICICI Bank Ltd.,30042019,0.30000000000001137,-0.050000000000000044
Hero MotoCorp Ltd.,30042019,-92.15000000000009,0.21999999999999997
Tata Consultancy Services Ltd.,30042019,21.799999999999727,-0.029999999999999805
HDFC Life Insurance Company Ltd.,30042019,4.900000000000034,-0.019999999999999796
HDFC Asset Management Company Ltd.,30042019,82.0,0.5499999999999998
ACC Ltd.,30042019,-3.2999999999999545,-0.050000000000000044
Aurobindo Pharma Ltd.,30042019,-12.100000000000023,0.0
Reliance Industries Ltd.,30042019,0.0,-0.050000000000000044
Divi's Laboratories Ltd.,30042019,24.5,-0.010000000000000009
Adani Ports and Special Economic Zone Ltd.,30042019,1.0500000000000114,-0.04999999999999982
Wipro Ltd.,30042019,3.75,-0.020000000000000018
Biocon Ltd.,30042019,-27.100000000000023,0.42999999999999994
ICICI Lombard General Insurance Company Ltd.,30042019,4.199999999999818,-0.040000000000000036
Sun Pharmaceutical Industries Ltd.,30042019,-6.4500000000000455,-0.010000000000000009
MRF Ltd.,30042019,-1505.050000000003,0.1299999999999999
NTPC Ltd.,30042019,-0.04999999999998295,-0.050000000000000044
State Bank of India,30042019,-2.5500000000000114,-0.030000000000000027
United Spirits Ltd.,30042019,14.100000000000023,0.09999999999999987
Pidilite Industries Ltd.,30042019,13.149999999999864,-0.020000000000000018
Container Corporation of India Ltd.,30042019,-0.75,-0.039999999999999813
Godrej Consumer Products Ltd.,30042019,-1.400000000000091,-0.04000000000000026
Bajaj Finance Ltd.,30042019,-0.900000000000091,-0.040000000000000036
Coal India Ltd.,30042019,1.6500000000000057,-0.030000000000000027
ABB India Ltd.,30042019,-1.7999999999999545,-0.040000000000000036
Petronet LNG Ltd.,30042019,1.4000000000000057,-0.030000000000000027
Asian Paints Ltd.,30042019,14.400000000000091,-0.020000000000000018
Shree Cement Ltd.,30042019,-226.40000000000146,-0.010000000000000009
Siemens Ltd.,30042019,-6.349999999999909,-0.030000000000000027
NMDC Ltd.,30042019,0.7000000000000028,-0.030000000000000027
Axis Bank Ltd.,30042019,6.9500000000000455,-0.020000000000000018
Procter & Gamble Hygiene & Health Care Ltd.,30042019,-24.600000000000364,-0.040000000000000036
Housing Development Finance Corporation Ltd.,30042019,17.649999999999864,-0.020000000000000018
Hindustan Zinc Ltd.,30042019,6.400000000000034,0.1100000000000001
Bajaj Finserv Ltd.,30042019,-200.80000000000018,0.1499999999999999
United Breweries Ltd.,30042019,-16.700000000000045,0.0
Infosys Ltd.,30042019,13.350000000000023,0.040000000000000036
Cadila Healthcare Ltd.,30042019,-2.5500000000000114,-0.020000000000000018
Mahindra & Mahindra Ltd.,30042019,-14.150000000000091,0.09000000000000008
Dr. Reddy's Laboratories Ltd.,30042019,41.5,0.010000000000000009
NHPC Ltd.,30042019,-0.14999999999999858,-0.030000000000000027
Power Grid Corporation of India Ltd.,30042019,-4.400000000000006,0.11999999999999988
Havells India Ltd.,30042019,7.850000000000023,-0.010000000000000009
Cipla Ltd.,30042019,-2.9500000000000455,-0.030000000000000027
UPL Ltd.,30042019,-1.2000000000000455,-0.040000000000000036
Bajaj Auto Ltd.,30042019,-60.55000000000018,0.07999999999999985
Titan Company Ltd.,30042019,21.049999999999955,0.06000000000000005
Tech Mahindra Ltd.,30042019,12.850000000000023,0.039999999999999813
Kotak Mahindra Bank Ltd.,30042019,7.2999999999999545,-0.030000000000000027
Britannia Industries Ltd.,30042019,-71.64999999999964,0.1499999999999999
Larsen & Toubro Ltd.,30042019,-9.650000000000091,-0.020000000000000018
Marico Ltd.,30042019,0.5,-0.030000000000000027
HDFC Bank Ltd.,30042019,36.5,0.050000000000000044
ITC Ltd.,30042019,-3.1999999999999886,0.0
Dabur India Ltd.,30042019,0.1500000000000341,-0.030000000000000027
Colgate Palmolive (India) Ltd.,30042019,4.050000000000182,-0.030000000000000027
Oracle Financial Services Software Ltd.,30042019,-24.34999999999991,-0.009999999999999898
Bosch Ltd.,30042019,0.3500000000021828,-0.029999999999999916
Hindustan Unilever Ltd.,30042019,10.350000000000136,-0.010000000000000009
